,video_id,view,action_type,video_start_frame,video_end_frame
29,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,C10390_rgb,disassembly,1,10830
30,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,C10395_rgb,disassembly,1,10830
31,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,C10379_rgb,disassembly,1,10827
32,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,HMC_84346135_mono10bit,disassembly,1,10830
33,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,C10119_rgb,disassembly,1,10830
34,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,C10118_rgb,disassembly,1,10829
35,nusar-2021_action_both_9083-b06a_9083_user_id_2021-02-16_113603,C10404_rgb,disassembly,1,10830
36,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10095_rgb,assembly,1,13626
37,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,HMC_84347414_mono10bit,assembly,1,13628
38,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,HMC_84358933_mono10bit,assembly,1,13628
39,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,HMC_84355350_mono10bit,assembly,1,13628
40,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10115_rgb,assembly,1,13626
41,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10390_rgb,assembly,1,13626
42,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10395_rgb,assembly,1,13626
43,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10379_rgb,assembly,1,13625
44,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,HMC_84346135_mono10bit,assembly,1,13628
45,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10119_rgb,assembly,1,13626
46,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10118_rgb,assembly,1,13626
47,nusar-2021_action_both_9035-c14a_9035_user_id_2021-02-18_164650,C10404_rgb,assembly,1,13626
48,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10095_rgb,disassembly,1,11772
49,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,HMC_21176623_mono10bit,disassembly,1,11772
50,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10115_rgb,disassembly,1,11772
51,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10390_rgb,disassembly,1,11772
52,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,HMC_21176875_mono10bit,disassembly,1,11772
53,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10395_rgb,disassembly,1,11771
54,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10379_rgb,disassembly,1,11772
55,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,HMC_21179183_mono10bit,disassembly,1,11772
56,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,HMC_21110305_mono10bit,disassembly,1,11772
57,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10119_rgb,disassembly,1,11772
58,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10118_rgb,disassembly,1,11772
59,nusar-2021_action_both_9041-b06d_9041_user_id_2021-02-05_102410,C10404_rgb,disassembly,1,11772
60,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10095_rgb,assembly,1,20143
61,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,HMC_84347414_mono10bit,assembly,1,20155
62,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,HMC_84358933_mono10bit,assembly,1,20155
63,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,HMC_84355350_mono10bit,assembly,1,20155
64,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10115_rgb,assembly,1,20145
65,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10390_rgb,assembly,1,20140
66,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10395_rgb,assembly,1,20144
67,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10379_rgb,assembly,1,20144
68,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,HMC_84346135_mono10bit,assembly,1,20155
69,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10119_rgb,assembly,1,20144
70,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10118_rgb,assembly,1,20141
71,nusar-2021_action_both_9064-c13a_9064_user_id_2021-02-22_170304,C10404_rgb,assembly,1,20143
72,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10095_rgb,disassembly,1,33787
73,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,HMC_21176623_mono10bit,disassembly,1,33880
74,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10115_rgb,disassembly,1,33788
75,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10390_rgb,disassembly,1,33789
76,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,HMC_21176875_mono10bit,disassembly,1,33880
77,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10395_rgb,disassembly,1,33783
78,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10379_rgb,disassembly,1,33788
79,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,HMC_21179183_mono10bit,disassembly,1,33880
80,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,HMC_21110305_mono10bit,disassembly,1,33881
81,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10119_rgb,disassembly,1,33785
82,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10118_rgb,disassembly,1,33788
83,nusar-2021_action_both_9021-a14_9021_user_id_2021-02-03_100733,C10404_rgb,disassembly,1,33787
84,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10095_rgb,disassembly,1,24557
85,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,HMC_21176623_mono10bit,disassembly,1,24666
86,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10115_rgb,disassembly,1,24557
87,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10390_rgb,disassembly,1,24558
88,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,HMC_21176875_mono10bit,disassembly,1,24667
89,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10395_rgb,disassembly,1,24557
90,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10379_rgb,disassembly,1,24556
91,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,HMC_21179183_mono10bit,disassembly,1,24666
92,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,HMC_21110305_mono10bit,disassembly,1,24666
93,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10119_rgb,disassembly,1,24558
94,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10118_rgb,disassembly,1,24552
95,nusar-2021_action_both_9025-a20_9025_user_id_2021-02-03_150504,C10404_rgb,disassembly,1,24557
96,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10095_rgb,disassembly,1,12287
97,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,HMC_84347414_mono10bit,disassembly,1,12301
98,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,HMC_84358933_mono10bit,disassembly,1,12301
99,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,HMC_84355350_mono10bit,disassembly,1,12301
100,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10115_rgb,disassembly,1,12289
101,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10390_rgb,disassembly,1,12287
102,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10395_rgb,disassembly,1,12289
103,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10379_rgb,disassembly,1,12290
104,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,HMC_84346135_mono10bit,disassembly,1,12301
105,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10119_rgb,disassembly,1,12290
106,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10118_rgb,disassembly,1,12290
107,nusar-2021_action_both_9021-b05c_9021_user_id_2021-02-23_094649,C10404_rgb,disassembly,1,12288
108,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10095_rgb,assembly,1,12157
109,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,HMC_84347414_mono10bit,assembly,1,12164
110,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,HMC_84358933_mono10bit,assembly,1,12164
111,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,HMC_84355350_mono10bit,assembly,1,12164
112,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10115_rgb,assembly,1,12158
113,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10390_rgb,assembly,1,12158
114,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10395_rgb,assembly,1,12158
115,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10379_rgb,assembly,1,12158
116,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,HMC_84346135_mono10bit,assembly,1,12164
117,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10119_rgb,assembly,1,12158
118,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10118_rgb,assembly,1,12157
119,nusar-2021_action_both_9016-c10b_9016_user_id_2021-02-17_143201,C10404_rgb,assembly,1,12158
120,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10095_rgb,assembly,1,10519
121,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,HMC_21176623_mono10bit,assembly,1,10528
122,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10115_rgb,assembly,1,10519
123,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10390_rgb,assembly,1,10518
124,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,HMC_21176875_mono10bit,assembly,1,10528
125,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10395_rgb,assembly,1,10519
126,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10379_rgb,assembly,1,10519
127,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,HMC_21179183_mono10bit,assembly,1,10528
128,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,HMC_21110305_mono10bit,assembly,1,10528
129,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10119_rgb,assembly,1,10519
130,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10118_rgb,assembly,1,10519
131,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-03_134815,C10404_rgb,assembly,1,10519
132,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10095_rgb,disassembly,1,6159
133,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,HMC_84347414_mono10bit,disassembly,1,6159
134,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,HMC_84358933_mono10bit,disassembly,1,6159
135,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,HMC_84355350_mono10bit,disassembly,1,6159
136,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10115_rgb,disassembly,1,6158
137,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10390_rgb,disassembly,1,6160
138,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10395_rgb,disassembly,1,6156
139,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10379_rgb,disassembly,1,6159
140,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,HMC_84346135_mono10bit,disassembly,1,6159
141,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10119_rgb,disassembly,1,6159
142,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10118_rgb,disassembly,1,6158
143,nusar-2021_action_both_9025-c06b_9025_user_id_2021-02-18_103624,C10404_rgb,disassembly,1,6157
144,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10095_rgb,assembly,1,8381
145,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,HMC_21176623_mono10bit,assembly,1,8389
146,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10115_rgb,assembly,1,8382
147,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10390_rgb,assembly,1,8382
148,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,HMC_21176875_mono10bit,assembly,1,8389
149,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10395_rgb,assembly,1,8382
150,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10379_rgb,assembly,1,8382
151,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,HMC_21179183_mono10bit,assembly,1,8389
152,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,HMC_21110305_mono10bit,assembly,1,8388
153,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10119_rgb,assembly,1,8381
154,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10118_rgb,assembly,1,8382
155,nusar-2021_action_both_9055-b08b_9055_user_id_2021-02-09_100238,C10404_rgb,assembly,1,8382
156,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10095_rgb,disassembly,1,15838
157,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,HMC_21176623_mono10bit,disassembly,1,15844
158,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10115_rgb,disassembly,1,15839
159,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10390_rgb,disassembly,1,15840
160,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,HMC_21176875_mono10bit,disassembly,1,15844
161,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10395_rgb,disassembly,1,15839
162,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10379_rgb,disassembly,1,15840
163,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,HMC_21179183_mono10bit,disassembly,1,15844
164,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,HMC_21110305_mono10bit,disassembly,1,15844
165,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10119_rgb,disassembly,1,15839
166,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10118_rgb,disassembly,1,15839
167,nusar-2021_action_both_9075-b01b_9075_user_id_2021-02-12_102823,C10404_rgb,disassembly,1,15839
168,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10095_rgb,disassembly,1,5848
169,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,HMC_84347414_mono10bit,disassembly,1,5849
170,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,HMC_84358933_mono10bit,disassembly,1,5849
171,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,HMC_84355350_mono10bit,disassembly,1,5849
172,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10115_rgb,disassembly,1,5848
173,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10390_rgb,disassembly,1,5848
174,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10395_rgb,disassembly,1,5848
175,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10379_rgb,disassembly,1,5848
176,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,HMC_84346135_mono10bit,disassembly,1,5849
177,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10119_rgb,disassembly,1,5848
178,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10118_rgb,disassembly,1,5848
179,nusar-2021_action_both_9023-b05d_9023_user_id_2021-02-23_135325,C10404_rgb,disassembly,1,5848
180,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10095_rgb,disassembly,1,5436
181,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,HMC_84347414_mono10bit,disassembly,1,5435
182,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,HMC_84358933_mono10bit,disassembly,1,5435
183,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,HMC_84355350_mono10bit,disassembly,1,5435
184,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10115_rgb,disassembly,1,5435
185,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10390_rgb,disassembly,1,5435
186,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10395_rgb,disassembly,1,5435
187,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10379_rgb,disassembly,1,5435
188,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,HMC_84346135_mono10bit,disassembly,1,5435
189,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10119_rgb,disassembly,1,5436
190,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10118_rgb,disassembly,1,5435
191,nusar-2021_action_both_9022-b03b_9022_user_id_2021-02-23_105258,C10404_rgb,disassembly,1,5435
192,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10095_rgb,assembly,1,11897
193,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,HMC_84347414_mono10bit,assembly,1,11878
194,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,HMC_84358933_mono10bit,assembly,1,11878
195,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,HMC_84355350_mono10bit,assembly,1,11878
196,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10115_rgb,assembly,1,11895
197,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10390_rgb,assembly,1,11897
198,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10395_rgb,assembly,1,11897
199,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10379_rgb,assembly,1,11896
200,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,HMC_84346135_mono10bit,assembly,1,11859
201,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10119_rgb,assembly,1,11893
202,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10118_rgb,assembly,1,11897
203,nusar-2021_action_both_9045-b05d_9045_user_id_2021-02-19_103439,C10404_rgb,assembly,1,11896
204,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10095_rgb,assembly,1,6922
205,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,HMC_84347414_mono10bit,assembly,1,6929
206,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,HMC_84358933_mono10bit,assembly,1,6929
207,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,HMC_84355350_mono10bit,assembly,1,6929
208,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10115_rgb,assembly,1,6922
209,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10390_rgb,assembly,1,6922
210,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10395_rgb,assembly,1,6922
211,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10379_rgb,assembly,1,6922
212,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,HMC_84346135_mono10bit,assembly,1,6929
213,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10119_rgb,assembly,1,6922
214,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10118_rgb,assembly,1,6922
215,nusar-2021_action_both_9025-a26_9025_user_id_2021-02-18_101010,C10404_rgb,assembly,1,6922
216,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10095_rgb,disassembly,1,16163
217,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,HMC_21176623_mono10bit,disassembly,1,16175
218,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10115_rgb,disassembly,1,16163
219,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10390_rgb,disassembly,1,16163
220,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,HMC_21176875_mono10bit,disassembly,1,16175
221,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10395_rgb,disassembly,1,16164
222,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10379_rgb,disassembly,1,16164
223,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,HMC_21179183_mono10bit,disassembly,1,16175
224,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,HMC_21110305_mono10bit,disassembly,1,16175
225,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10119_rgb,disassembly,1,16164
226,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10118_rgb,disassembly,1,16164
227,nusar-2021_action_both_9041-c13f_9041_user_id_2021-02-05_103116,C10404_rgb,disassembly,1,16163
228,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10095_rgb,disassembly,1,8345
229,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,HMC_21176623_mono10bit,disassembly,1,8345
230,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10115_rgb,disassembly,1,8345
231,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10390_rgb,disassembly,1,8345
232,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,HMC_21176875_mono10bit,disassembly,1,8345
233,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10395_rgb,disassembly,1,8345
234,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10379_rgb,disassembly,1,8345
235,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,HMC_21179183_mono10bit,disassembly,1,8345
236,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,HMC_21110305_mono10bit,disassembly,1,8345
237,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10119_rgb,disassembly,1,8345
238,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10118_rgb,disassembly,1,8345
239,nusar-2021_action_both_9024-c11a_9024_user_id_2021-02-03_144917,C10404_rgb,disassembly,1,8345
240,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,C10095_rgb,assembly,1,18777
241,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,HMC_21176623_mono10bit,assembly,1,18779
242,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,C10115_rgb,assembly,1,18777
243,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,C10390_rgb,assembly,1,18777
244,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,HMC_21176875_mono10bit,assembly,1,18779
245,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,C10395_rgb,assembly,1,18777
246,nusar-2021_action_both_9044-a09_9044_user_id_2021-02-05_155544,C10379_rgb,assembly,1,18777
